时间,X,原始重量,稳定重量,轴重,su_ad,wpu_x,wpu_y,wpu_z,su_x,su_y,su_z,原始重量_diff,稳定重量_diff,轴重_diff,su_ad_diff,wpu_x_diff,wpu_y_diff,wpu_z_diff,su_x_diff,su_y_diff,su_z_diff,轨迹时间,速度,估计重量,原始重量加速度,稳定重量加速度,原始重量加速度_二阶,稳定重量加速度_二阶
2023-12-17 22:12:23,45203 ,-9452,0,-9363,33609,11991,-1332,77928,3411,247,86467,67,0,223,-20,-1,24,4,6,-5,0,2023-12-17 22:13:43,0,0,0.091666667,0,-0.002361111,0
2023-12-17 22:12:26,45206 ,-9452,0,-9463,33618,11987,-1340,77930,3405,247,86467,0,0,-100,9,-4,-8,2,-6,0,0,2023-12-17 22:13:43,0,0,-1.666666667,0,-0.020833333,0
2023-12-17 22:12:29,45209 ,-9485,0,-9363,33609,11987,-1336,77931,3405,252,86467,-33,0,100,-9,0,4,1,0,5,0,2023-12-17 22:13:43,0,0,-1.3,0,-0.01625,0
2023-12-17 22:12:32,45212 ,-9663,0,-9719,33641,11990,-1368,77924,3400,252,86473,-178,0,-356,32,3,-32,-7,-5,0,6,2023-12-17 22:13:43,0,0,-2.225,0,-0.017777778,0
2023-12-17 22:12:35,45215 ,-9574,0,-9363,33609,11985,-1336,77933,3411,252,86462,89,0,356,-32,-5,32,9,11,0,-11,2023-12-17 22:13:43,0,0,-1.2,0,0.002361111,0
2023-12-17 22:12:38,45218 ,-9541,0,-9441,33616,11992,-1343,77925,3400,252,86467,33,0,-78,7,7,-7,-8,-11,0,5,2023-12-17 22:13:43,0,0,0.558333333,0,0.020902778,0
2023-12-17 22:12:41,45221 ,-9552,0,-9563,33627,11999,-1354,77918,3411,252,86467,-11,0,-122,11,7,-11,-7,11,0,0,2023-12-17 22:13:43,0,0,-1.483333333,0,-0.019305556,0
2023-12-17 22:12:44,45224 ,-9363,0,-9329,33606,11993,-1334,77926,3400,252,86467,189,0,234,-21,-6,20,8,-11,0,0,2023-12-17 22:13:43,0,0,0.183333333,0,0.003819444,0
2023-12-17 22:12:47,45227 ,-9496,0,-9385,33611,11987,-1338,77931,3405,252,86467,-133,0,-56,5,-6,-4,5,5,0,0,2023-12-17 22:13:43,0,0,0,0,0.011597222,0
2023-12-17 22:12:50,45230 ,-9597,0,-9552,33626,11996,-1353,77920,3405,252,86467,-101,0,-167,15,9,-15,-11,0,0,0,2023-12-17 22:13:43,0,0,-0.65,0,0,0
2023-12-17 22:12:53,45233 ,-9407,0,-9407,33613,11985,-1336,77934,3411,247,86467,190,0,145,-13,-11,17,14,6,-5,0,2023-12-17 22:13:43,0,0,0.191666667,0,-0.003819444,0
2023-12-17 22:12:56,45236 ,-9552,0,-9496,33621,11988,-1342,77929,3411,247,86462,-145,0,-89,8,3,-6,-5,0,0,-5,2023-12-17 22:13:43,0,0,-2.408333333,0,-0.040902778,0
2023-12-17 22:12:59,45239 ,-9419,0,-9574,33628,11982,-1350,77934,3405,247,86467,133,0,-78,7,-6,-8,5,-6,0,5,2023-12-17 22:13:43,0,0,3.058333333,0,0.043263889,0
2023-12-17 22:13:02,45242 ,-9385,0,-9430,33615,11992,-1342,77926,3400,252,86473,34,0,144,-13,10,8,-8,-5,5,6,2023-12-17 22:13:43,0,0,-0.65,0,-0.009305556,0
2023-12-17 22:13:05,45245 ,-9485,0,-9274,33601,11988,-1329,77932,3405,252,86467,-100,0,156,-14,-4,13,6,5,0,-6,2023-12-17 22:13:43,0,0,-0.65,0,0.003819444,0
2023-12-17 22:13:08,45248 ,-9229,0,-9263,33600,11993,-1328,77927,3411,252,86462,256,0,11,-1,5,1,-5,6,0,-5,2023-12-17 22:13:43,0,0,2.783333333,0,0.030902778,0
2023-12-17 22:13:11,45251 ,-9474,0,-9474,33619,11991,-1346,77926,3416,252,86462,-245,0,-211,19,-2,-18,-1,5,0,0,2023-12-17 22:13:43,0,0,-1.666666667,0,-0.019305556,0
2023-12-17 22:13:14,45254 ,-9240,0,-9185,33593,11992,-1321,77928,3411,252,86467,234,0,289,-26,1,25,2,-5,0,5,2023-12-17 22:13:43,0,0,0.966666667,0,0.005277778,0
2023-12-17 22:13:17,45257 ,-9508,0,-9463,33618,11985,-1344,77932,3411,252,86467,-268,0,-278,25,-7,-23,4,0,0,0,2023-12-17 22:13:43,0,0,-0.558333333,0,-0.011597222,0
2023-12-17 22:13:20,45260 ,-9474,0,-9485,33620,11994,-1347,77923,3411,252,86462,34,0,-22,2,9,-3,-9,0,0,-5,2023-12-17 22:13:43,0,0,-1.483333333,0,-0.020902778,0
2023-12-17 22:13:23,45263 ,-9285,0,-9285,33602,11994,-1330,77925,3400,252,86467,189,0,200,-18,0,17,2,-11,0,5,2023-12-17 22:13:43,0,0,2.408333333,0,0.038611111,0
2023-12-17 22:13:26,45266 ,-9307,0,-9586,33629,11991,-1356,77924,3400,252,86473,-22,0,-301,27,-3,-26,-1,0,0,6,2023-12-17 22:13:43,0,0,1.116666667,0,0.007777778,0
2023-12-17 22:13:29,45269 ,-9352,0,-9563,33627,11988,-1354,77928,3411,252,86462,-45,0,23,-2,-3,2,4,11,0,-11,2023-12-17 22:13:43,0,0,1.85,0,0.024652778,0
2023-12-17 22:13:32,45272 ,-9519,0,-9552,33626,11986,-1353,77930,3411,252,86462,-167,0,11,-1,-2,1,2,0,0,0,2023-12-17 22:13:43,0,0,-1.858333333,0,-0.023194444,0
2023-12-17 22:13:35,45275 ,-9419,0,-9329,33606,11991,-1334,77927,3411,252,86462,100,0,223,-20,5,19,-3,0,0,0,2023-12-17 22:13:43,0,0,-0.283333333,0,0.008472222,0
2023-12-17 22:13:38,45278 ,-9374,0,-9574,33628,12000,-1355,77916,3400,252,86473,45,0,-245,22,9,-21,-11,-11,0,11,2023-12-17 22:13:43,0,0,-0.741666667,0,-0.013888889,0
2023-12-17 22:13:41,45281 ,-9285,0,-9385,33611,11991,-1339,77927,3400,252,86467,89,0,189,-17,-9,16,11,0,0,-6,2023-12-17 22:13:43,0,0,3.15,0,0.035763889,0
2023-12-17 22:13:44,45284 ,-9396,0,-9274,33601,11986,-1330,77933,3405,252,86467,-111,0,111,-10,-5,9,6,5,0,0,2023-12-17 22:18:44,0,0,-0.741666667,0,-0.015486111,0
2023-12-17 22:13:47,45287 ,-9274,0,-9307,33604,11994,-1332,77925,3405,252,86467,122,0,-33,3,8,-2,-8,0,0,0,2023-12-17 22:18:44,0,0,1.391666667,0,0,0
2023-12-17 22:13:50,45290 ,-9385,0,-9541,33625,11990,-1347,77927,3411,247,86467,-111,0,-234,21,-4,-15,2,6,-5,0,2023-12-17 22:18:44,0,0,0.65,0,-0.003125,0
2023-12-17 22:13:53,45293 ,-9519,0,-9519,33623,11996,-1345,77921,3411,247,86462,-134,0,22,-2,6,2,-6,0,0,-5,2023-12-17 22:18:44,0,0,-0.65,0,0.000763889,0
2023-12-17 22:13:56,45296 ,-9496,0,-9463,33618,11991,-1345,77926,3405,252,86467,23,0,56,-5,-5,0,5,-6,5,5,2023-12-17 22:18:44,0,0,-1.85,0,-0.017708333,0
2023-12-17 22:13:59,45299 ,-9463,0,-9485,33620,11993,-1347,77924,3400,252,86473,33,0,-22,2,2,-2,-2,-5,0,6,2023-12-17 22:18:44,0,0,-0.558333333,0,-0.007777778,0
2023-12-17 22:14:02,45302 ,-9641,0,-9441,33616,11994,-1343,77923,3405,252,86467,-178,0,44,-4,1,4,-1,5,0,-6,2023-12-17 22:18:44,0,0,-1.483333333,0,-0.012152778,0
2023-12-17 22:14:05,45305 ,-9519,0,-9430,33615,11989,-1342,77928,3400,252,86473,122,0,11,-1,-5,1,5,-5,0,6,2023-12-17 22:18:44,0,0,-1.583333333,0,-0.015555556,0
2023-12-17 22:14:08,45308 ,-9474,0,-9708,33640,11983,-1367,77932,3405,252,86467,45,0,-278,25,-6,-25,4,5,0,-6,2023-12-17 22:18:44,0,0,-0.458333333,0,-0.011527778,0
2023-12-17 22:14:11,45311 ,-9485,0,-9363,33609,11985,-1336,77934,3405,252,86473,-11,0,345,-31,2,31,2,0,0,6,2023-12-17 22:18:44,0,0,-1.016666667,0,-0.019305556,0
2023-12-17 22:14:14,45314 ,-9452,0,-9452,33617,11976,-1344,77942,3411,252,86462,33,0,-89,8,-9,-8,8,6,0,-11,2023-12-17 22:18:44,0,0,-1.858333333,0,-0.027083333,0
2023-12-17 22:14:17,45317 ,-9352,0,-9441,33616,11991,-1343,77927,3411,252,86462,100,0,11,-1,15,1,-15,0,0,0,2023-12-17 22:18:44,0,0,0.741666667,0,0.013958333,0
2023-12-17 22:14:20,45320 ,-9519,0,-9508,33622,11990,-1349,77926,3416,252,86462,-167,0,-67,6,-1,-6,-1,5,0,0,2023-12-17 22:18:44,0,0,0,0,0.010833333,0
2023-12-17 22:14:23,45323 ,-9430,0,-9419,33614,12000,-1341,77917,3411,252,86467,89,0,89,-8,10,8,-9,-5,0,5,2023-12-17 22:18:44,0,0,0.183333333,0,0.000763889,0
2023-12-17 22:14:26,45326 ,-9352,0,-9385,33611,11989,-1338,77929,3405,252,86467,78,0,34,-3,-11,3,12,-6,0,0,2023-12-17 22:18:44,0,0,0.833333333,0,0.020833333,0
2023-12-17 22:14:29,45329 ,-9485,0,-9441,33616,11987,-1344,77931,3405,252,86462,-133,0,-56,5,-2,-6,2,0,0,-5,2023-12-17 22:18:44,0,0,0,0,0.010833333,0
2023-12-17 22:14:32,45332 ,-9374,0,-9296,33603,11991,-1336,77928,3411,258,86462,111,0,145,-13,4,8,-3,6,6,0,2023-12-17 22:18:44,0,0,2.408333333,0,0.038611111,0
2023-12-17 22:14:35,45335 ,-9407,0,-9508,33622,11987,-1349,77930,3411,252,86462,-33,0,-212,19,-4,-13,2,0,-6,0,2023-12-17 22:18:44,0,0,1.391666667,0,0.021597222,0
2023-12-17 22:14:38,45338 ,-9597,0,-9463,33618,11990,-1340,77927,3416,247,86462,-190,0,45,-4,3,9,-3,5,-5,0,2023-12-17 22:18:44,0,0,-0.466666667,0,-0.008541667,0
2023-12-17 22:14:41,45341 ,-9363,0,-9285,33602,11979,-1331,77940,3411,252,86462,234,0,178,-16,-11,9,13,-5,5,0,2023-12-17 22:18:44,0,0,1.575,0,0.025486111,0
2023-12-17 22:14:44,45344 ,-9541,0,-9496,33621,11988,-1348,77928,3400,252,86473,-178,0,-211,19,9,-17,-12,-11,0,11,2023-12-17 22:18:44,0,0,-1.483333333,0,-0.013888889,0
2023-12-17 22:14:47,45347 ,-9641,0,-9619,33632,11988,-1358,77928,3416,252,86462,-100,0,-123,11,0,-10,0,16,0,-11,2023-12-17 22:18:44,0,0,-1.208333333,0,-0.010069444,0
2023-12-17 22:14:50,45350 ,-9296,0,-9341,33607,11996,-1334,77923,3411,252,86462,345,0,278,-25,8,24,-5,-5,0,0,2023-12-17 22:18:44,0,0,2.508333333,0,0.026319444,0
2023-12-17 22:14:53,45353 ,-9329,0,-9296,33603,11977,-1326,77942,3411,247,86467,-33,0,45,-4,-19,8,19,0,-5,5,2023-12-17 22:18:44,0,0,0.65,0,0.003819444,0
2023-12-17 22:14:56,45356 ,-9374,0,-9407,33613,11994,-1335,77925,3411,247,86462,-45,0,-111,10,17,-9,-17,0,0,-5,2023-12-17 22:18:44,0,0,1.483333333,0,0.032430556,0
2023-12-17 22:14:59,45359 ,-9619,0,-9652,33635,11985,-1362,77931,3411,252,86462,-245,0,-245,22,-9,-27,6,0,5,0,2023-12-17 22:18:44,0,0,-1.666666667,0,-0.039375,0
2023-12-17 22:15:02,45362 ,-9407,0,-9463,33618,11991,-1345,77927,3411,252,86462,212,0,189,-17,6,17,-4,0,0,0,2023-12-17 22:18:44,0,0,-0.183333333,0,0.003888889,0
2023-12-17 22:15:05,45365 ,-9274,0,-9396,33612,11990,-1339,77928,3400,252,86473,133,0,67,-6,-1,6,1,-11,0,11,2023-12-17 22:18:44,0,0,1.758333333,0,0.020069444,0
2023-12-17 22:15:08,45368 ,-9530,0,-9541,33625,11984,-1352,77933,3411,252,86467,-256,0,-145,13,-6,-13,5,11,0,-6,2023-12-17 22:18:44,0,0,-2.508333333,0,-0.044097222,0
2023-12-17 22:15:11,45371 ,-9296,0,-9329,33606,11994,-1334,77925,3411,252,86467,234,0,212,-19,10,18,-8,0,0,0,2023-12-17 22:18:44,0,0,1.483333333,0,0.02625,0
2023-12-17 22:15:14,45374 ,-9437,0,-9541,33625,11994,-1352,77923,3411,252,86467,-141,0,-212,19,0,-18,-2,0,0,0,2023-12-17 22:18:44,0,0,-1.641666667,0,-0.021736111,0
2023-12-17 22:15:17,45377 ,-9363,0,-9430,33615,11992,-1343,77926,3405,252,86473,74,0,111,-10,-2,9,3,-6,0,6,2023-12-17 22:18:44,0,0,1.208333333,0,0.014722222,0
2023-12-17 22:15:20,45380 ,-9563,0,-9452,33617,11995,-1344,77922,3411,252,86467,-200,0,-22,2,3,-1,-4,6,0,-6,2023-12-17 22:18:44,0,0,-0.741666667,0,0.006180556,0
2023-12-17 22:15:23,45383 ,-9530,0,-9496,33621,11992,-1343,77926,3400,247,86473,33,0,-44,4,-3,1,4,-11,-5,6,2023-12-17 22:18:44,0,0,-2.041666667,0,-0.037083333,0
2023-12-17 22:15:26,45386 ,-9329,0,-9541,33625,11998,-1347,77919,3411,247,86462,201,0,-45,4,6,-4,-7,11,0,-11,2023-12-17 22:18:44,0,0,-0.183333333,0,-0.010833333,0
2023-12-17 22:15:29,45389 ,-9441,0,-9441,33616,11998,-1338,77920,3416,247,86462,-112,0,100,-9,0,9,1,5,0,0,2023-12-17 22:18:44,0,0,-0.741666667,0,-0.021597222,0
2023-12-17 22:15:32,45392 ,-9318,0,-9296,33603,11992,-1332,77926,3411,252,86462,123,0,145,-13,-6,6,6,-5,5,0,2023-12-17 22:18:44,0,0,1.675,0,0.029444444,0
2023-12-17 22:15:35,45395 ,-9441,0,-9463,33618,11994,-1346,77924,3405,252,86467,-123,0,-167,15,2,-14,-2,-6,0,5,2023-12-17 22:18:44,0,0,-0.183333333,0,0.000833333,0
2023-12-17 22:15:38,45398 ,-9508,0,-9441,33616,11993,-1338,77924,3411,247,86467,-67,0,22,-2,-1,8,0,6,-5,0,2023-12-17 22:18:44,0,0,-1.116666667,0,-0.003125,0
2023-12-17 22:15:41,45401 ,-9630,0,-9574,33628,11988,-1350,77929,3411,247,86467,-122,0,-133,12,-5,-12,5,0,0,0,2023-12-17 22:18:44,0,0,-2.875,0,-0.050208333,0
2023-12-17 22:15:44,45404 ,-9485,0,-9597,33630,11994,-1357,77922,3416,252,86462,145,0,-23,2,6,-7,-7,5,5,-5,2023-12-17 22:18:44,0,0,-0.741666667,0,0,0
2023-12-17 22:15:47,45407 ,-9552,0,-9452,33617,11990,-1343,77927,3416,252,86462,-67,0,145,-13,-4,14,5,0,0,0,2023-12-17 22:18:44,0,0,-2.316666667,0,-0.030902778,0
2023-12-17 22:15:50,45410 ,-9608,0,-9541,33625,11993,-1352,77923,3416,252,86462,-56,0,-89,8,3,-9,-4,0,0,0,2023-12-17 22:18:44,0,0,-1.858333333,0,-0.020902778,0
2023-12-17 22:15:53,45413 ,-9374,0,-9430,33615,11994,-1342,77924,3416,252,86462,234,0,111,-10,1,10,1,0,0,0,2023-12-17 22:18:44,0,0,1.208333333,0,0.015486111,0
2023-12-17 22:15:56,45416 ,-9407,0,-9363,33609,11983,-1332,77936,3405,247,86473,-33,0,67,-6,-11,10,12,-11,-5,11,2023-12-17 22:18:44,0,0,0.741666667,0,0.021597222,0
2023-12-17 22:15:59,45419 ,-9441,0,-9519,33623,11985,-1345,77932,3411,247,86462,-34,0,-156,14,2,-13,-4,6,0,-11,2023-12-17 22:18:44,0,0,0.183333333,0,0.006180556,0
2023-12-17 22:16:02,45422 ,-9508,0,-9675,33637,11976,-1364,77938,3405,252,86467,-67,0,-156,14,-9,-19,6,-6,5,5,2023-12-17 22:18:44,0,0,1.108333333,0,0.021597222,0
2023-12-17 22:16:05,45425 ,-9285,0,-9396,33612,11994,-1339,77923,3405,252,86473,223,0,279,-25,18,25,-15,0,0,6,2023-12-17 22:18:44,0,0,1.95,0,0.029444444,0
2023-12-17 22:16:08,45428 ,-9452,0,-9407,33613,11993,-1335,77925,3411,247,86467,-167,0,-11,1,-1,4,2,6,-5,-6,2023-12-17 22:18:44,0,0,0.183333333,0,0.005347222,0
2023-12-17 22:16:11,45431 ,-9441,0,-9430,33615,11992,-1337,77926,3411,247,86467,11,0,-23,2,-1,-2,1,0,0,0,2023-12-17 22:18:44,0,0,0.366666667,0,0.011527778,0
2023-12-17 22:16:14,45434 ,-9541,0,-9574,33628,11989,-1355,77927,3405,252,86467,-100,0,-144,13,-3,-18,1,-6,5,0,2023-12-17 22:18:44,0,0,-0.741666667,0,0.009305556,0
2023-12-17 22:16:17,45437 ,-9374,0,-9318,33605,11989,-1333,77929,3405,252,86462,167,0,256,-23,0,22,2,0,0,-5,2023-12-17 22:18:44,0,0,-0.183333333,0,-0.007708333,0
2023-12-17 22:16:20,45440 ,-9574,0,-9485,33620,11986,-1347,77931,3405,252,86467,-200,0,-167,15,-3,-14,2,0,0,5,2023-12-17 22:18:44,0,0,-0.458333333,0,-0.003819444,0
2023-12-17 22:16:23,45443 ,-9485,0,-9385,33611,11979,-1338,77939,3411,252,86467,89,0,100,-9,-7,9,8,6,0,0,2023-12-17 22:18:44,0,0,-0.458333333,0,-0.005347222,0
2023-12-17 22:16:26,45446 ,-9296,0,-9385,33611,11994,-1338,77924,3405,252,86462,189,0,0,0,15,0,-15,-6,0,-5,2023-12-17 22:18:44,0,0,0.466666667,0,-0.003055556,0
2023-12-17 22:16:29,45449 ,-9519,0,-9641,33634,11991,-1361,77925,3411,252,86467,-223,0,-256,23,-3,-23,1,6,0,5,2023-12-17 22:18:44,0,0,-0.283333333,0,-0.002361111,0
2023-12-17 22:16:32,45452 ,-9407,0,-9496,33621,11994,-1348,77923,3405,252,86467,112,0,145,-13,3,13,-2,-6,0,0,2023-12-17 22:18:44,0,0,-0.275,0,-0.022361111,0
2023-12-17 22:16:35,45455 ,-9307,0,-9252,33599,11981,-1327,77938,3405,252,86467,100,0,244,-22,-13,21,15,0,0,0,2023-12-17 22:18:44,0,0,0.833333333,0,-0.004652778,0
2023-12-17 22:16:38,45458 ,-9274,0,-9263,33600,11997,-1328,77921,3416,252,86462,33,0,-11,1,16,-1,-17,11,0,-5,2023-12-17 22:18:44,0,0,2.691666667,0,0.026319444,0
2023-12-17 22:16:41,45461 ,-9441,0,-9530,33624,11992,-1351,77924,3411,252,86467,-167,0,-267,24,-5,-23,3,-5,0,5,2023-12-17 22:18:44,0,0,-0.65,0,-0.018541667,0
2023-12-17 22:16:44,45464 ,-9263,0,-9296,33603,11993,-1331,77926,3411,252,86467,178,0,234,-21,1,20,2,0,0,0,2023-12-17 22:18:44,0,0,2.316666667,0,0.031666667,0
2023-12-17 22:16:47,45467 ,-9697,0,-9586,33629,11990,-1355,77926,3416,252,86462,-434,0,-290,26,-3,-24,0,5,0,-5,2023-12-17 22:18:44,0,0,-0.466666667,0,0.006180556,0
2023-12-17 22:16:50,45470 ,-9463,0,-9396,33612,11991,-1339,77927,3416,252,86462,234,0,190,-17,1,16,1,0,0,0,2023-12-17 22:18:44,0,0,-1.391666667,0,-0.0325,0
2023-12-17 22:16:53,45473 ,-9441,0,-9385,33611,11987,-1337,77931,3411,252,86462,22,0,11,-1,-4,2,4,-5,0,0,2023-12-17 22:18:44,0,0,-0.933333333,0,-0.013194444,0
2023-12-17 22:16:56,45476 ,-9352,0,-9441,33616,11981,-1343,77936,3416,252,86462,89,0,-56,5,-6,-6,5,5,0,0,2023-12-17 22:18:44,0,0,0.183333333,0,-0.010833333,0
2023-12-17 22:16:59,45479 ,-9474,0,-9530,33624,11978,-1351,77938,3416,252,86462,-122,0,-89,8,-3,-8,2,0,0,0,2023-12-17 22:18:44,0,0,1.208333333,0,0.023958333,0
2023-12-17 22:17:02,45482 ,-9296,0,-9307,33604,11994,-1332,77925,3416,252,86467,178,0,223,-20,16,19,-13,0,0,5,2023-12-17 22:18:44,0,0,0.925,0,0.009236111,0
2023-12-17 22:17:05,45485 ,-9318,0,-9318,33605,11986,-1338,77932,3416,258,86462,-22,0,-11,1,-8,-6,7,0,6,-5,2023-12-17 22:18:44,0,0,-0.366666667,0,-0.017708333,0
2023-12-17 22:17:08,45488 ,-9385,0,-9552,33626,11994,-1354,77922,3411,252,86462,-67,0,-234,21,8,-16,-10,-5,-6,0,2023-12-17 22:18:44,0,0,1.208333333,0,0.030972222,0
2023-12-17 22:17:11,45491 ,-9452,0,-9485,33620,11982,-1347,77935,3400,252,86467,-67,0,67,-6,-12,7,13,-11,0,5,2023-12-17 22:18:44,0,0,-1.3,0,-0.023194444,0
2023-12-17 22:17:14,45494 ,-9263,0,-9285,33602,11991,-1330,77927,3405,252,86467,189,0,200,-18,9,17,-8,5,0,0,2023-12-17 22:18:44,0,0,1.45,0,0.025763889,0
2023-12-17 22:17:17,45497 ,-9563,0,-9508,33622,11986,-1349,77931,3411,252,86462,-300,0,-223,20,-5,-19,4,6,0,-5,2023-12-17 22:18:44,0,0,-1.666666667,0,-0.023958333,0
2023-12-17 22:17:20,45500 ,-9474,0,-9463,33618,11992,-1345,77925,3416,252,86462,89,0,45,-4,6,4,-6,5,0,0,2023-12-17 22:18:44,0,0,0.741666667,0,0.012361111,0
2023-12-17 22:17:23,45503 ,-9407,0,-9363,33609,11983,-1332,77935,3416,247,86462,67,0,100,-9,-9,13,10,0,-5,0,2023-12-17 22:18:44,0,0,1.025,0,0.025555556,0
2023-12-17 22:17:26,45506 ,-9374,0,-9352,33608,11990,-1331,77929,3411,247,86467,33,0,11,-1,7,1,-6,-5,0,5,2023-12-17 22:18:44,0,0,-0.375,0,-0.001597222,0
2023-12-17 22:17:29,45509 ,-9474,0,-9541,33625,11990,-1352,77927,3405,252,86467,-100,0,-189,17,0,-21,-2,-6,5,0,2023-12-17 22:18:44,0,0,-0.275,0,0.003888889,0
2023-12-17 22:17:32,45512 ,-9274,0,-9352,33608,11977,-1335,77941,3405,252,86467,200,0,189,-17,-13,17,14,0,0,0,2023-12-17 22:18:44,0,0,0.366666667,0,-0.010902778,0
2023-12-17 22:17:35,45515 ,-9552,0,-9474,33619,11992,-1346,77926,3411,252,86462,-278,0,-122,11,15,-11,-15,6,0,-5,2023-12-17 22:18:44,0,0,-0.925,0,-0.006180556,0
2023-12-17 22:17:38,45518 ,-9719,0,-9552,33626,11998,-1353,77918,3411,252,86462,-167,0,-78,7,6,-7,-8,0,0,0,2023-12-17 22:18:44,0,0,-1.758333333,0,-0.005347222,0
2023-12-17 22:17:41,45521 ,-9419,0,-9519,33623,11995,-1349,77922,3416,252,86462,300,0,33,-3,-3,4,4,5,0,0,2023-12-17 22:18:44,0,0,1.758333333,0,0.038611111,0
2023-12-17 22:17:44,45524 ,-9385,0,-9263,33600,11989,-1328,77930,3416,252,86462,34,0,256,-23,-6,21,8,0,0,0,2023-12-17 22:18:44,0,0,0.833333333,0,0.013125,0
2023-12-17 22:17:47,45527 ,-9196,0,-9474,33619,11998,-1346,77920,3416,252,86462,189,0,-211,19,9,-18,-10,0,0,0,2023-12-17 22:18:44,0,0,2.966666667,0,0.044027778,0
2023-12-17 22:17:50,45530 ,-9519,0,-9385,33611,11995,-1338,77923,3416,252,86462,-323,0,89,-8,-3,8,3,0,0,0,2023-12-17 22:18:44,0,0,0.741666667,0,0.021666667,0
2023-12-17 22:17:53,45533 ,-9352,0,-9185,33593,11995,-1321,77925,3411,252,86462,167,0,200,-18,0,17,2,-5,0,0,2023-12-17 22:18:44,0,0,0.183333333,0,-0.008541667,0
2023-12-17 22:17:56,45536 ,-9307,0,-9396,33612,11992,-1339,77925,3405,252,86467,45,0,-211,19,-3,-18,0,-6,0,5,2023-12-17 22:18:44,0,0,0.833333333,0,0.000763889,0
2023-12-17 22:17:59,45539 ,-9363,0,-9229,33597,11990,-1325,77930,3405,252,86473,-56,0,167,-15,-2,14,5,0,0,6,2023-12-17 22:18:44,0,0,0.65,0,0.003888889,0
2023-12-17 22:18:02,45542 ,-9363,0,-9407,33613,11992,-1340,77926,3411,252,86467,0,0,-178,16,2,-15,-4,6,0,-6,2023-12-17 22:18:44,0,0,1.208333333,0,0.000833333,0
2023-12-17 22:18:05,45545 ,-9229,0,-9207,33595,11989,-1323,77931,3405,252,86473,134,0,200,-18,-3,17,5,-6,0,6,2023-12-17 22:18:44,0,0,0.466666667,0,-0.012361111,0
2023-12-17 22:18:08,45548 ,-9318,0,-9396,33612,11994,-1339,77924,3411,252,86462,-89,0,-189,17,5,-16,-7,6,0,-11,2023-12-17 22:18:44,0,0,1.116666667,0,0.007777778,0
2023-12-17 22:18:11,45551 ,-9296,0,-9296,33603,11987,-1331,77931,3405,252,86467,22,0,100,-9,-7,8,7,-6,0,5,2023-12-17 22:18:44,0,0,1.208333333,0,0.007013889,0
2023-12-17 22:18:14,45554 ,-9307,0,-9252,33599,11992,-1327,77928,3411,252,86467,-11,0,44,-4,5,4,-3,6,0,0,2023-12-17 22:18:44,0,0,1.95,0,0.022430556,0
2023-12-17 22:18:17,45557 ,-9240,0,-9463,33618,11988,-1345,77930,3411,252,86467,67,0,-211,19,-4,-18,2,0,0,0,2023-12-17 22:18:44,0,0,1.116666667,0,0.010833333,0
2023-12-17 22:18:20,45560 ,-9318,0,-9352,33608,11993,-1335,77926,3405,252,86467,-78,0,111,-10,5,10,-4,-6,0,0,2023-12-17 22:18:44,0,0,2.133333333,0,0.021597222,0
2023-12-17 22:18:23,45563 ,-9229,0,-9252,33599,11990,-1327,77929,3411,252,86462,89,0,100,-9,-3,8,3,6,0,-5,2023-12-17 22:18:44,0,0,2.133333333,0,0.021597222,0
2023-12-17 22:18:26,45566 ,-9229,0,-9363,33609,11986,-1336,77932,3416,252,86462,0,0,-111,10,-4,-9,3,5,0,0,2023-12-17 22:18:44,0,0,0.558333333,0,0.000763889,0
2023-12-17 22:18:29,45569 ,-9318,0,-9307,33604,11989,-1332,77929,3405,252,86467,-89,0,56,-5,3,4,-3,-11,0,5,2023-12-17 22:18:44,0,0,1.675,0,0.016319444,0
2023-12-17 22:18:32,45572 ,-9329,0,-9263,33600,11991,-1328,77928,3411,252,86462,-11,0,44,-4,2,4,-1,6,0,-5,2023-12-17 22:18:44,0,0,0.65,0,0.007708333,0
2023-12-17 22:18:35,45575 ,-9385,0,-9396,33612,11982,-1339,77935,3411,252,86462,-56,0,-133,12,-9,-11,7,0,0,0,2023-12-17 22:18:44,0,0,-0.65,0,-0.012361111,0
2023-12-17 22:18:38,45578 ,-9329,0,-9318,33605,11987,-1333,77931,3416,252,86462,56,0,78,-7,5,6,-4,5,0,0,2023-12-17 22:18:44,0,0,-0.458333333,0,-0.02625,0
2023-12-17 22:18:41,45581 ,-9419,0,-9441,33616,11991,-1338,77927,3416,247,86462,-90,0,-123,11,4,-5,-4,0,-5,0,2023-12-17 22:18:44,0,0,0.183333333,0,0.006944444,0
2023-12-17 22:18:44,45584 ,-9341,0,-9430,33615,11996,-1343,77922,3411,252,86467,78,0,11,-1,5,-5,-5,-5,5,5,2023-12-17 22:18:44,0,0,-0.65,0,-0.024722222,0
2023-12-17 22:18:47,45587 ,-9508,0,-9474,33619,11987,-1345,77931,3400,252,86473,-167,0,-44,4,-9,-2,9,-11,0,6,2023-12-17 22:23:43,0,0,1.575,0,0.017013889,0
2023-12-17 22:18:50,45590 ,-9374,0,-9407,33613,11991,-1341,77927,3411,252,86462,134,0,67,-6,4,4,-4,11,0,-11,2023-12-17 22:23:43,0,0,0.741666667,0,0.017777778,0
